% # columns="iteration, evaluation, sigma, void, void,  stds==sigma*sigma_vec.scaling*sqrt(diag(C))", seed=272721, Tue Jun 17 20:13:36 2025, <python>{}</python>
1 10 9.238646182478131 0 0 9.24251835694966 9.124874960107551 9.22075222542133 9.245275162497958 9.225575092833285 9.178144650405606 9.182858371428066 1.2419172069540703 9.21398511143621 9.201983490789756 9.279130156153602 9.215559365119182 1.2432034456989935 9.23664183315457 9.223303404915626 9.251424484016995 1.2285606006868808 9.107348942058785
2 20 8.690149198897512 0 0 8.715558638581772 8.559056908381486 8.599269104854733 8.659620886297724 8.734148113742885 8.648453798260855 8.642695182281486 1.163267129532778 8.563209152335487 8.61169500577315 8.65516182966609 8.731189655478708 1.1694656621405861 8.605920354270998 8.669003487650055 8.685473112157919 1.1510910640579448 8.548144563246115
3 30 8.751408821964802 0 0 8.890845300293732 8.598050449378807 8.636711386597778 8.668654832583902 8.90920661164254 8.70541146788296 8.687080744540413 1.1622019845442693 8.44378179670577 8.621739494013628 8.694489358561025 8.795231569251243 1.1782115556038382 8.743814214304912 8.70244897138826 8.904928375569686 1.1611603043431333 8.60177683309029
4 40 8.839279598807952 0 0 8.984769497107887 8.619879205197776 8.776908865981039 8.694249731750453 9.080033748404635 8.780197691931411 8.721752576088498 1.1763511464947791 8.562352576088387 8.69774606414516 8.692492941588334 8.894380796894753 1.1916982271138894 8.781517167099514 8.833366586964864 9.039311938355658 1.178458890544747 8.650580316492068
5 50 8.803550025868072 0 0 8.972659768279021 8.581376086193858 8.694067150849898 8.59122625435246 9.109525372304196 8.678804343763801 8.734390030443159 1.1637944548883123 8.630346306719233 8.610584110741105 8.63955053167943 8.727564283796582 1.18755651347411 8.747795494583283 8.762521373660915 9.03590083385604 1.1721399036220999 8.59882926417723
6 60 8.764522619363795 0 0 9.010796577841113 8.518161494383424 8.626892664300993 8.52447508809355 8.985689892193589 8.667347268624603 8.664278354798467 1.1493693983333158 8.652954397805633 8.69999779551523 8.631630749065753 8.66148069203524 1.1780076695419188 8.632357652183227 8.738297824586358 8.99418434392178 1.1570926761829072 8.614384371710234
7 70 8.483406188289672 0 0 8.767728562662482 8.350697047226124 8.339348418969449 8.219555767088824 8.648393378303906 8.386954295729549 8.404039588592328 1.115115080374297 8.345148120704666 8.371925204282164 8.345239437790198 8.446221850274867 1.1343525916647539 8.336450976958897 8.326555257751611 8.687686000129151 1.1152771294074006 8.272069629340272
8 80 8.160868331392884 0 0 8.365505547928903 8.032579763199116 7.992795565406905 7.829978696796576 8.39494092758943 8.034736569602098 8.00262854332981 1.0731412399304274 8.018489575422976 8.06662667948925 8.004248467310234 8.206487689727945 1.0931524954681775 8.042242478322299 7.989790517775479 8.333596393098604 1.0592048785158725 7.972032903206501
9 90 8.439441484642854 0 0 8.55217779600308 8.299316480081021 8.137585906612937 8.09669460235089 8.881511064521673 8.288837342977578 8.252203165912885 1.107613980755759 8.485042890622214 8.319434327638943 8.209453646436456 8.625561426600905 1.1333096122524433 8.259436009497607 8.392344370306418 8.582350058649725 1.096534225119188 8.229406419414344
10 100 8.515352815623215 0 0 8.619739234373014 8.430636480268316 8.062407149499402 8.068507414914045 9.00146894534922 8.330011964745259 8.369193761549512 1.1201153835297066 8.546479930302821 8.37937510463572 8.268038733935287 8.803806393663926 1.1507682583990713 8.33208942601572 8.48359261870908 8.669935739283293 1.0993992866205826 8.310284251951416
11 110 8.547699294333148 0 0 8.648116597730684 8.375252402272242 8.166226150416302 8.101434424008009 8.841844493651982 8.315217228749484 8.4083839899165 1.1089928308617756 8.63339195258612 8.481590822785698 8.346023438723625 8.791586087962687 1.172339439634991 8.334359766591184 8.579788778057212 8.791328024138208 1.1001429798474471 8.341020965431346
12 120 8.601430372038879 0 0 8.671646207138753 8.405231828673328 8.170940607140906 8.173209195420943 8.817239166929069 8.372935776812838 8.41352981583147 1.106600974837786 8.65672512690495 8.549568024060754 8.370050656231012 8.81479000772566 1.1948560109475592 8.377702174141902 8.64510732939051 8.819314059798774 1.1076385130995547 8.466452254713834
